gene_id,gene_symbol,chromosome,start_pos,end_pos
Gene_1907,GENE1907,chr18,64694,175771
Gene_1908,GENE1908,chr17,9585,133470
Gene_1909,GENE1909,chr2,38717,120639
Gene_1910,GENE1910,chr10,20456,100269
Gene_1911,GENE1911,chr7,49055,122656
Gene_1912,GENE1912,chr13,62245,154155
Gene_1913,GENE1913,chr22,6702,131758
Gene_1914,GENE1914,chr2,19638,167166
Gene_1915,GENE1915,chr5,96848,147747
Gene_1916,GENE1916,chr2,66542,177681
Gene_1917,GENE1917,chr6,5948,103407
Gene_1918,GENE1918,chr20,21575,149224
Gene_1919,GENE1919,chr9,19744,140492
Gene_1920,GENE1920,chr10,94055,196335
Gene_1921,GENE1921,chr21,7356,127017
Gene_1922,GENE1922,chr11,89664,104288
Gene_1923,GENE1923,chr15,74340,199150
Gene_1924,GENE1924,chr2,74106,198794
Gene_1925,GENE1925,chr13,12083,127892
Gene_1926,GENE1926,chr1,54946,181653
Gene_1927,GENE1927,chr15,52744,199001
Gene_1928,GENE1928,chr4,73900,106107
Gene_1929,GENE1929,chr22,76324,141057
Gene_1930,GENE1930,chr19,2821,192523
Gene_1931,GENE1931,chr16,10270,136461
Gene_1932,GENE1932,chr20,25981,137634
Gene_1933,GENE1933,chr14,35559,186418
Gene_1934,GENE1934,chr12,9569,159355
Gene_1935,GENE1935,chr9,69761,175003
Gene_1936,GENE1936,chr18,60426,178882
Gene_1937,GENE1937,chr13,44030,164304
Gene_1938,GENE1938,chr12,5534,132097
Gene_1939,GENE1939,chr5,50418,106219
Gene_1940,GENE1940,chr21,22451,125901
Gene_1941,GENE1941,chr7,66805,100321
Gene_1942,GENE1942,chr14,25431,140538
Gene_1943,GENE1943,chr6,76509,193479
Gene_1944,GENE1944,chr7,72965,108992
Gene_1945,GENE1945,chr15,1580,145175
Gene_1946,GENE1946,chr5,31694,110054
Gene_1947,GENE1947,chr6,99625,107073
Gene_1948,GENE1948,chr4,93723,188755
Gene_1949,GENE1949,chr6,59308,170236
Gene_1950,GENE1950,chr16,10057,174411
Gene_1951,GENE1951,chr20,4517,147390
Gene_1952,GENE1952,chr8,82120,114651
Gene_1953,GENE1953,chr1,29800,112448
Gene_1954,GENE1954,chr13,45957,150067
Gene_1955,GENE1955,chr18,30447,121937
Gene_1956,GENE1956,chr18,42646,137537
Gene_1957,GENE1957,chr5,12629,135590
Gene_1958,GENE1958,chr14,22696,160845
Gene_1959,GENE1959,chr20,44791,166828
Gene_1960,GENE1960,chr15,21287,116967
Gene_1961,GENE1961,chr15,65545,147989
Gene_1962,GENE1962,chr5,49756,153791
Gene_1963,GENE1963,chr16,35560,138310
Gene_1964,GENE1964,chr19,14083,103508
Gene_1965,GENE1965,chr10,37892,198470
Gene_1966,GENE1966,chr7,5364,162407
Gene_1967,GENE1967,chr15,83817,136428
Gene_1968,GENE1968,chr18,99416,121683
Gene_1969,GENE1969,chr10,83949,146559
Gene_1970,GENE1970,chr13,8413,168042
Gene_1971,GENE1971,chr21,22865,152124
Gene_1972,GENE1972,chr20,28861,126483
Gene_1973,GENE1973,chr21,93393,146733
Gene_1974,GENE1974,chr19,35829,172766
Gene_1975,GENE1975,chr17,23124,103233
Gene_1976,GENE1976,chr6,60431,103196
Gene_1977,GENE1977,chr21,36474,178995
Gene_1978,GENE1978,chr11,91288,179562
Gene_1979,GENE1979,chr14,10227,141502
Gene_1980,GENE1980,chr4,76791,141402
Gene_1981,GENE1981,chr19,9498,159990
Gene_1982,GENE1982,chr16,19749,151860
Gene_1983,GENE1983,chr18,86800,117293
Gene_1984,GENE1984,chr2,69674,154820
Gene_1985,GENE1985,chr4,79714,148934
Gene_1986,GENE1986,chr5,2884,149932
Gene_1987,GENE1987,chr13,42161,149026
Gene_1988,GENE1988,chr13,11903,172369
Gene_1989,GENE1989,chr13,86422,175198
Gene_1990,GENE1990,chr17,78852,169234
Gene_1991,GENE1991,chr10,56691,118015
Gene_1992,GENE1992,chr11,9025,128338
Gene_1993,GENE1993,chr9,85120,157011
Gene_1994,GENE1994,chr16,4679,177170
Gene_1995,GENE1995,chr10,69870,188594
Gene_1996,GENE1996,chr20,49469,188225
Gene_1997,GENE1997,chr16,97311,155412
Gene_1998,GENE1998,chr18,46435,169927
Gene_1999,GENE1999,chr18,93151,124992
Gene_2000,GENE2000,chr20,85481,183708
Gene_2001,GENE2001,chr8,95870,173687
Gene_2002,GENE2002,chr20,86470,101769
Gene_2003,GENE2003,chr2,66887,137008
Gene_2004,GENE2004,chr11,86061,120724
Gene_2005,GENE2005,chr14,20949,105554
Gene_2006,GENE2006,chr12,50591,198131
Gene_2007,GENE2007,chr13,81105,160272
Gene_2008,GENE2008,chr16,5752,157395
Gene_2009,GENE2009,chr13,88958,107150
Gene_2010,GENE2010,chr9,18812,103078
Gene_2011,GENE2011,chr8,6814,176967
Gene_2012,GENE2012,chr12,91671,166568
Gene_2013,GENE2013,chr12,76580,146712
Gene_2014,GENE2014,chr5,76518,176112
Gene_2015,GENE2015,chr11,74624,127528
Gene_2016,GENE2016,chr16,73270,151812
Gene_2017,GENE2017,chr20,84607,141242
Gene_2018,GENE2018,chr16,24841,199835
Gene_2019,GENE2019,chr16,41937,160872
Gene_2020,GENE2020,chr7,23585,193264
Gene_2021,GENE2021,chr2,74765,139831
Gene_2022,GENE2022,chr4,71115,176712
Gene_2023,GENE2023,chr1,58064,176726
Gene_2024,GENE2024,chr12,88473,144538
Gene_2025,GENE2025,chr18,77963,167066
Gene_2026,GENE2026,chr19,34087,194422
Gene_2027,GENE2027,chr18,83664,198280
Gene_2028,GENE2028,chr21,27411,103893
Gene_2029,GENE2029,chr13,60508,192195
Gene_2030,GENE2030,chr2,89919,149976
Gene_2031,GENE2031,chr12,78559,155320
Gene_2032,GENE2032,chr6,81305,178185
Gene_2033,GENE2033,chr5,34446,122484
Gene_2034,GENE2034,chr10,54855,102525
Gene_2035,GENE2035,chr3,58496,171904
Gene_2036,GENE2036,chr1,41722,179389
Gene_2037,GENE2037,chr20,72823,126060
Gene_2038,GENE2038,chr16,18845,103267
Gene_2039,GENE2039,chr18,55350,125755
Gene_2040,GENE2040,chr13,36087,195534
Gene_2041,GENE2041,chr18,58629,146854
Gene_2042,GENE2042,chr20,28820,189072
Gene_2043,GENE2043,chr1,65075,145233
Gene_2044,GENE2044,chr16,47568,135645
Gene_2045,GENE2045,chr17,89851,123430
Gene_2046,GENE2046,chr11,78291,139016
Gene_2047,GENE2047,chr18,34816,107045
Gene_2048,GENE2048,chr18,56357,129540
Gene_2049,GENE2049,chr5,87381,144438
Gene_2050,GENE2050,chr8,48094,106760
Gene_2051,GENE2051,chr9,11711,197332
Gene_2052,GENE2052,chr5,69303,155635
Gene_2053,GENE2053,chr1,23437,118883
Gene_2054,GENE2054,chr8,57020,166884
Gene_2055,GENE2055,chr14,65433,148458
Gene_2056,GENE2056,chr16,23387,146535
Gene_2057,GENE2057,chr8,71806,162841
Gene_2058,GENE2058,chr4,57400,123533
Gene_2059,GENE2059,chr8,10636,111574
Gene_2060,GENE2060,chr4,47723,136998
Gene_2061,GENE2061,chr11,60255,175007
Gene_2062,GENE2062,chr4,20906,144588
Gene_2063,GENE2063,chr12,37452,137916
Gene_2064,GENE2064,chr7,89530,193367
Gene_2065,GENE2065,chr20,46985,145981
Gene_2066,GENE2066,chr16,50344,154761
Gene_2067,GENE2067,chr14,90566,185391
Gene_2068,GENE2068,chr10,10875,110612
Gene_2069,GENE2069,chr19,42869,126806
Gene_2070,GENE2070,chr2,48661,103460
Gene_2071,GENE2071,chr2,99625,191453
Gene_2072,GENE2072,chr21,7456,130034
Gene_2073,GENE2073,chr8,73567,162009
Gene_2074,GENE2074,chr10,38896,153712
Gene_2075,GENE2075,chr21,53383,198323
Gene_2076,GENE2076,chr2,39297,164491
Gene_2077,GENE2077,chr2,49779,115560
Gene_2078,GENE2078,chr12,79753,160856
Gene_2079,GENE2079,chr22,16366,139886
Gene_2080,GENE2080,chr2,78263,100095
Gene_2081,GENE2081,chr19,31407,181161
Gene_2082,GENE2082,chr21,10024,113689
Gene_2083,GENE2083,chr8,21873,128846
Gene_2084,GENE2084,chr12,37419,135905
Gene_2085,GENE2085,chr12,26525,177488
Gene_2086,GENE2086,chr20,78522,131122
Gene_2087,GENE2087,chr11,39635,186952
Gene_2088,GENE2088,chr5,74702,172858
Gene_2089,GENE2089,chr21,13988,140313
Gene_2090,GENE2090,chr14,99823,188366
Gene_2091,GENE2091,chr13,21630,145954
Gene_2092,GENE2092,chr17,71746,189459
Gene_2093,GENE2093,chr21,39617,137280
Gene_2094,GENE2094,chr19,62274,186884
Gene_2095,GENE2095,chr2,16330,116426
Gene_2096,GENE2096,chr7,46461,157995
Gene_2097,GENE2097,chr14,46819,183574
Gene_2098,GENE2098,chr1,60054,184634
Gene_2099,GENE2099,chr19,28172,113396
Gene_2100,GENE2100,chr11,48957,186800
Gene_2101,GENE2101,chr14,44254,137493
Gene_2102,GENE2102,chr18,39478,195672
Gene_2103,GENE2103,chr12,64448,159853
Gene_2104,GENE2104,chr20,18243,175330
Gene_2105,GENE2105,chr11,57384,129740
Gene_2106,GENE2106,chr8,41439,144648
Gene_2107,GENE2107,chr2,13286,176119
Gene_2108,GENE2108,chr2,62745,161742
Gene_2109,GENE2109,chr9,40323,106606
Gene_2110,GENE2110,chr9,4384,141812
Gene_2111,GENE2111,chr8,82514,136637
Gene_2112,GENE2112,chr9,66222,162841
Gene_2113,GENE2113,chr7,23960,130550
Gene_2114,GENE2114,chr8,58992,110336
Gene_2115,GENE2115,chr22,22213,154220
Gene_2116,GENE2116,chr11,77191,103015
Gene_2117,GENE2117,chr12,63543,160087
Gene_2118,GENE2118,chr17,22144,190033
Gene_2119,GENE2119,chr18,55939,132179
Gene_2120,GENE2120,chr9,39331,125310
Gene_2121,GENE2121,chr20,62811,149135
Gene_2122,GENE2122,chr7,49294,171954
Gene_2123,GENE2123,chr22,54725,154931
Gene_2124,GENE2124,chr7,90223,123316
Gene_2125,GENE2125,chr18,26112,157863
Gene_2126,GENE2126,chr19,31767,183449
Gene_2127,GENE2127,chr5,73419,141885
Gene_2128,GENE2128,chr1,90271,196701
Gene_2129,GENE2129,chr12,70038,190475
Gene_2130,GENE2130,chr18,52941,114998
Gene_2131,GENE2131,chr5,83839,106492
Gene_2132,GENE2132,chr9,86052,156186
Gene_2133,GENE2133,chr1,98756,124475
Gene_2134,GENE2134,chr10,58279,101269
Gene_2135,GENE2135,chr1,53196,193676
Gene_2136,GENE2136,chr2,67297,182047
Gene_2137,GENE2137,chr13,57781,132215
Gene_2138,GENE2138,chr22,33437,194409
Gene_2139,GENE2139,chr3,30831,100852
Gene_2140,GENE2140,chr22,92431,134489
Gene_2141,GENE2141,chr17,35049,181748
Gene_2142,GENE2142,chr12,32951,192144
Gene_2143,GENE2143,chr8,30771,170876
Gene_2144,GENE2144,chr1,11828,116519
Gene_2145,GENE2145,chr8,32318,159952
Gene_2146,GENE2146,chr10,13380,123469
Gene_2147,GENE2147,chr21,10772,131658
Gene_2148,GENE2148,chr9,26036,189547
Gene_2149,GENE2149,chr9,17025,119859
Gene_2150,GENE2150,chr16,96648,193419
Gene_2151,GENE2151,chr4,8861,199388
Gene_2152,GENE2152,chr14,39278,107083
Gene_2153,GENE2153,chr21,86139,168444
Gene_2154,GENE2154,chr18,24746,125109
Gene_2155,GENE2155,chr9,24348,144610
Gene_2156,GENE2156,chr22,58241,107306
Gene_2157,GENE2157,chr5,6971,190047
Gene_2158,GENE2158,chr15,80141,146194
Gene_2159,GENE2159,chr16,24674,154149
Gene_2160,GENE2160,chr13,59249,176473
Gene_2161,GENE2161,chr18,96383,159288
Gene_2162,GENE2162,chr4,26592,137293
Gene_2163,GENE2163,chr6,84012,112681
Gene_2164,GENE2164,chr19,1339,147065
Gene_2165,GENE2165,chr3,7729,180374
Gene_2166,GENE2166,chr5,37658,186233
Gene_2167,GENE2167,chr15,8684,105842
Gene_2168,GENE2168,chr15,45866,111491
Gene_2169,GENE2169,chr17,35512,159656
Gene_2170,GENE2170,chr21,10608,130119
Gene_2171,GENE2171,chr10,37513,160527
Gene_2172,GENE2172,chr17,52031,176235
Gene_2173,GENE2173,chr1,83929,126065
Gene_2174,GENE2174,chr14,68714,181517
Gene_2175,GENE2175,chr21,29935,196377
Gene_2176,GENE2176,chr10,27969,199259
Gene_2177,GENE2177,chr14,48917,194094
Gene_2178,GENE2178,chr4,88316,140988
Gene_2179,GENE2179,chr6,93497,124169
Gene_2180,GENE2180,chr15,84365,156402
Gene_2181,GENE2181,chr2,30145,116669
Gene_2182,GENE2182,chr17,64791,132175
Gene_2183,GENE2183,chr4,49632,104403
Gene_2184,GENE2184,chr1,37744,104536
Gene_2185,GENE2185,chr8,75385,147609
Gene_2186,GENE2186,chr22,37464,143716
Gene_2187,GENE2187,chr16,69470,125182
Gene_2188,GENE2188,chr20,94259,194609
Gene_2189,GENE2189,chr17,71356,109850
Gene_2190,GENE2190,chr17,57763,116908
Gene_2191,GENE2191,chr16,34745,117411
Gene_2192,GENE2192,chr15,83284,167193
Gene_2193,GENE2193,chr2,15115,146579
Gene_2194,GENE2194,chr14,49118,175290
Gene_2195,GENE2195,chr4,37879,198958
Gene_2196,GENE2196,chr20,60307,193192
Gene_2197,GENE2197,chr1,90679,115347
Gene_2198,GENE2198,chr5,96130,173711
Gene_2199,GENE2199,chr18,19926,171918
Gene_2200,GENE2200,chr13,34438,191059
Gene_2201,GENE2201,chr18,95432,156493
Gene_2202,GENE2202,chr3,38478,181992
Gene_2203,GENE2203,chr22,95888,185437
Gene_2204,GENE2204,chr1,72320,156155
Gene_2205,GENE2205,chr11,97415,127267
Gene_2206,GENE2206,chr19,51446,179870
Gene_2207,GENE2207,chr4,54480,112941
Gene_2208,GENE2208,chr18,34781,197031
Gene_2209,GENE2209,chr8,20719,110400
Gene_2210,GENE2210,chr5,56406,111544
Gene_2211,GENE2211,chr22,44341,191973
Gene_2212,GENE2212,chr7,46329,143660
Gene_2213,GENE2213,chr7,95957,122397
Gene_2214,GENE2214,chr4,30738,134945
Gene_2215,GENE2215,chr11,9307,150814
Gene_2216,GENE2216,chr16,56534,128023
Gene_2217,GENE2217,chr20,29831,187302
Gene_2218,GENE2218,chr14,82695,165455
Gene_2219,GENE2219,chr3,19414,113327
Gene_2220,GENE2220,chr18,91061,135757
Gene_2221,GENE2221,chr11,56641,116678
Gene_2222,GENE2222,chr5,40542,106335
Gene_2223,GENE2223,chr17,77884,176289
Gene_2224,GENE2224,chr6,81009,145341
Gene_2225,GENE2225,chr13,93887,191839
Gene_2226,GENE2226,chr15,88258,143628
Gene_2227,GENE2227,chr20,52134,160676
Gene_2228,GENE2228,chr15,77806,151195
Gene_2229,GENE2229,chr7,80294,159641
Gene_2230,GENE2230,chr12,39700,153889
Gene_2231,GENE2231,chr16,45487,175563
Gene_2232,GENE2232,chr4,29452,151856
Gene_2233,GENE2233,chr20,84578,196980
Gene_2234,GENE2234,chr8,96908,175617
Gene_2235,GENE2235,chr8,52043,141224
Gene_2236,GENE2236,chr10,95048,113388
Gene_2237,GENE2237,chr2,85609,194099
Gene_2238,GENE2238,chr3,79232,141939
Gene_2239,GENE2239,chr6,15087,148562
Gene_2240,GENE2240,chr9,15917,190807
Gene_2241,GENE2241,chr13,11272,195179
Gene_2242,GENE2242,chr16,6719,116327
Gene_2243,GENE2243,chr13,27381,111888
Gene_2244,GENE2244,chr6,22260,179490
Gene_2245,GENE2245,chr1,73457,100927
Gene_2246,GENE2246,chr11,58557,179184
Gene_2247,GENE2247,chr2,61837,188253
Gene_2248,GENE2248,chr14,82532,157876
Gene_2249,GENE2249,chr21,49080,180382
Gene_2250,GENE2250,chr9,39019,124540
Gene_2251,GENE2251,chr9,56325,119420
Gene_2252,GENE2252,chr12,37059,193934
Gene_2253,GENE2253,chr6,52304,163973
Gene_2254,GENE2254,chr13,75820,138184
Gene_2255,GENE2255,chr6,42617,160141
Gene_2256,GENE2256,chr20,70189,172070
Gene_2257,GENE2257,chr13,45816,194470
Gene_2258,GENE2258,chr9,15092,156030
Gene_2259,GENE2259,chr8,52719,100170
Gene_2260,GENE2260,chr13,23657,195565
Gene_2261,GENE2261,chr16,67663,154113
Gene_2262,GENE2262,chr15,66154,167082
Gene_2263,GENE2263,chr5,98717,129465
Gene_2264,GENE2264,chr17,21244,185003
Gene_2265,GENE2265,chr11,99201,169437
Gene_2266,GENE2266,chr10,31085,183960
Gene_2267,GENE2267,chr20,57486,118831
Gene_2268,GENE2268,chr7,10162,168815
Gene_2269,GENE2269,chr21,1924,163725
Gene_2270,GENE2270,chr4,67645,159638
Gene_2271,GENE2271,chr6,15087,182261
Gene_2272,GENE2272,chr17,20588,119499
Gene_2273,GENE2273,chr5,33395,136358
Gene_2274,GENE2274,chr13,59427,189842
Gene_2275,GENE2275,chr14,85575,149791
Gene_2276,GENE2276,chr10,21336,156824
Gene_2277,GENE2277,chr18,70358,101585
Gene_2278,GENE2278,chr2,63672,127981
Gene_2279,GENE2279,chr17,14215,109413
Gene_2280,GENE2280,chr4,33623,197172
Gene_2281,GENE2281,chr19,67531,118821
Gene_2282,GENE2282,chr16,34934,167455
Gene_2283,GENE2283,chr20,91874,185142
Gene_2284,GENE2284,chr17,66962,199177
Gene_2285,GENE2285,chr14,89051,132882
Gene_2286,GENE2286,chr19,67544,103663
Gene_2287,GENE2287,chr20,61501,149498
Gene_2288,GENE2288,chr15,51755,130606
Gene_2289,GENE2289,chr18,54383,149170
Gene_2290,GENE2290,chr17,15368,123393
Gene_2291,GENE2291,chr9,37888,166488
Gene_2292,GENE2292,chr5,8029,127426
Gene_2293,GENE2293,chr1,72222,100258
Gene_2294,GENE2294,chr1,65466,166854
Gene_2295,GENE2295,chr19,84507,129921
Gene_2296,GENE2296,chr9,6042,150473
Gene_2297,GENE2297,chr2,71614,184119
Gene_2298,GENE2298,chr9,90625,143539
Gene_2299,GENE2299,chr22,12637,152293
Gene_2300,GENE2300,chr4,22308,114461
Gene_2301,GENE2301,chr3,85569,164386
Gene_2302,GENE2302,chr14,21487,121272
Gene_2303,GENE2303,chr22,65375,101365
Gene_2304,GENE2304,chr20,49164,161147
Gene_2305,GENE2305,chr15,31580,131883
Gene_2306,GENE2306,chr6,6606,115547
Gene_2307,GENE2307,chr12,54017,161782
Gene_2308,GENE2308,chr21,10681,153226
Gene_2309,GENE2309,chr10,8047,125016
Gene_2310,GENE2310,chr16,29643,155352
Gene_2311,GENE2311,chr21,70750,149306
Gene_2312,GENE2312,chr13,9384,126675
Gene_2313,GENE2313,chr4,23941,169728
Gene_2314,GENE2314,chr13,47515,164453
Gene_2315,GENE2315,chr13,40280,106378
Gene_2316,GENE2316,chr19,86026,197850
Gene_2317,GENE2317,chr9,3457,159378
Gene_2318,GENE2318,chr17,69066,105106
Gene_2319,GENE2319,chr20,6430,117203
Gene_2320,GENE2320,chr9,12185,129731
Gene_2321,GENE2321,chr2,90446,186358
Gene_2322,GENE2322,chr6,89842,161269
Gene_2323,GENE2323,chr21,51614,167729
Gene_2324,GENE2324,chr4,67204,116591
Gene_2325,GENE2325,chr21,6650,136918
Gene_2326,GENE2326,chr14,52597,190172
Gene_2327,GENE2327,chr11,53016,197112
Gene_2328,GENE2328,chr5,99118,165189
Gene_2329,GENE2329,chr6,19300,136230
Gene_2330,GENE2330,chr10,9018,172816
Gene_2331,GENE2331,chr16,59341,143214
Gene_2332,GENE2332,chr7,97385,170896
Gene_2333,GENE2333,chr2,73909,125236
Gene_2334,GENE2334,chr13,22380,148506
Gene_2335,GENE2335,chr15,52028,177758
Gene_2336,GENE2336,chr5,12577,197533
Gene_2337,GENE2337,chr20,25356,181207
Gene_2338,GENE2338,chr9,41810,164353
Gene_2339,GENE2339,chr16,62237,158843
Gene_2340,GENE2340,chr11,41223,176351
Gene_2341,GENE2341,chr19,56747,181002
Gene_2342,GENE2342,chr5,39528,148135
Gene_2343,GENE2343,chr3,51445,193634
Gene_2344,GENE2344,chr15,52617,167253
Gene_2345,GENE2345,chr21,68595,134787
Gene_2346,GENE2346,chr6,12105,191177
Gene_2347,GENE2347,chr6,15453,186092
Gene_2348,GENE2348,chr5,13725,190655
Gene_2349,GENE2349,chr20,62443,114224
Gene_2350,GENE2350,chr10,42404,140554
Gene_2351,GENE2351,chr8,97470,191721
Gene_2352,GENE2352,chr2,78594,166462
Gene_2353,GENE2353,chr8,97317,110064
Gene_2354,GENE2354,chr11,32328,163826
Gene_2355,GENE2355,chr4,80242,117734
Gene_2356,GENE2356,chr16,53631,164978
Gene_2357,GENE2357,chr14,61259,131994
Gene_2358,GENE2358,chr14,41044,197233
Gene_2359,GENE2359,chr16,16110,120922
Gene_2360,GENE2360,chr4,69413,194782
Gene_2361,GENE2361,chr4,34758,176396
Gene_2362,GENE2362,chr9,18938,159208
Gene_2363,GENE2363,chr12,76775,106273
Gene_2364,GENE2364,chr10,66143,110710
Gene_2365,GENE2365,chr22,92948,161729
Gene_2366,GENE2366,chr9,85614,158753
Gene_2367,GENE2367,chr9,21822,116766
Gene_2368,GENE2368,chr12,3077,115125
Gene_2369,GENE2369,chr20,6520,100886
Gene_2370,GENE2370,chr1,29190,179478
Gene_2371,GENE2371,chr11,46984,102761
Gene_2372,GENE2372,chr8,83473,173899
Gene_2373,GENE2373,chr3,31135,161348
Gene_2374,GENE2374,chr10,71138,182908
Gene_2375,GENE2375,chr6,20706,194007
Gene_2376,GENE2376,chr22,54021,153118
Gene_2377,GENE2377,chr2,46181,106639
Gene_2378,GENE2378,chr22,83841,161700
Gene_2379,GENE2379,chr4,49833,146132
Gene_2380,GENE2380,chr15,80533,139940
Gene_2381,GENE2381,chr1,96739,144673
Gene_2382,GENE2382,chr6,35387,121766
Gene_2383,GENE2383,chr20,66231,192182
Gene_2384,GENE2384,chr22,34828,116855
Gene_2385,GENE2385,chr20,95323,123137
Gene_2386,GENE2386,chr22,73077,147783
Gene_2387,GENE2387,chr22,40608,107745
Gene_2388,GENE2388,chr8,40112,165709
Gene_2389,GENE2389,chr19,13542,194025
Gene_2390,GENE2390,chr12,64795,106476
Gene_2391,GENE2391,chr10,86758,147065
Gene_2392,GENE2392,chr11,96109,125603
Gene_2393,GENE2393,chr7,17895,147442
Gene_2394,GENE2394,chr2,9195,147144
Gene_2395,GENE2395,chr10,45878,134748
Gene_2396,GENE2396,chr6,11355,197715
Gene_2397,GENE2397,chr10,35826,146910
Gene_2398,GENE2398,chr10,21537,111707
Gene_2399,GENE2399,chr17,19855,192785
Gene_2400,GENE2400,chr17,52124,128296
Gene_2401,GENE2401,chr3,35941,156737
Gene_2402,GENE2402,chr10,29670,148119
Gene_2403,GENE2403,chr20,41756,108647
Gene_2404,GENE2404,chr9,45617,148356
Gene_2405,GENE2405,chr15,2507,163048
Gene_2406,GENE2406,chr5,59947,181953
Gene_2407,GENE2407,chr4,77720,178230
Gene_2408,GENE2408,chr14,90032,165875
Gene_2409,GENE2409,chr21,88846,142661
Gene_2410,GENE2410,chr11,86766,123873
Gene_2411,GENE2411,chr10,68281,100108
Gene_2412,GENE2412,chr6,29191,121365
Gene_2413,GENE2413,chr4,55305,155578
Gene_2414,GENE2414,chr7,96094,191222
Gene_2415,GENE2415,chr19,19274,153122
Gene_2416,GENE2416,chr14,75753,186538
Gene_2417,GENE2417,chr5,73989,124185
Gene_2418,GENE2418,chr4,78965,130406
Gene_2419,GENE2419,chr9,72155,123989
Gene_2420,GENE2420,chr3,14756,129431
Gene_2421,GENE2421,chr17,63617,135185
Gene_2422,GENE2422,chr18,90054,144734
Gene_2423,GENE2423,chr1,69556,145508
Gene_2424,GENE2424,chr18,6523,198104
Gene_2425,GENE2425,chr13,25546,173709
Gene_2426,GENE2426,chr15,54105,128082
Gene_2427,GENE2427,chr10,58057,165218
Gene_2428,GENE2428,chr4,86715,179211
Gene_2429,GENE2429,chr9,78773,184162
Gene_2430,GENE2430,chr19,28667,103786
Gene_2431,GENE2431,chr8,69788,110329
Gene_2432,GENE2432,chr18,80519,161509
Gene_2433,GENE2433,chr6,42597,160876
Gene_2434,GENE2434,chr8,56610,178399
Gene_2435,GENE2435,chr15,16761,133710
Gene_2436,GENE2436,chr22,32533,105190
Gene_2437,GENE2437,chr2,20154,156783
Gene_2438,GENE2438,chr7,18528,174995
Gene_2439,GENE2439,chr8,13336,107463
Gene_2440,GENE2440,chr5,38811,126133
Gene_2441,GENE2441,chr16,45876,125247
Gene_2442,GENE2442,chr2,63617,136948
Gene_2443,GENE2443,chr13,62300,153581
Gene_2444,GENE2444,chr19,41756,192348
Gene_2445,GENE2445,chr7,28004,142577
Gene_2446,GENE2446,chr9,21319,196627
Gene_2447,GENE2447,chr17,20120,194260
Gene_2448,GENE2448,chr21,7439,197699
Gene_2449,GENE2449,chr4,25519,166913
Gene_2450,GENE2450,chr22,84105,177310
Gene_2451,GENE2451,chr8,98266,177631
Gene_2452,GENE2452,chr4,15328,173909
Gene_2453,GENE2453,chr14,92416,165179
Gene_2454,GENE2454,chr6,95411,161259
Gene_2455,GENE2455,chr19,3338,127649
Gene_2456,GENE2456,chr16,58046,192205
Gene_2457,GENE2457,chr22,70169,177029
Gene_2458,GENE2458,chr15,8282,160103
Gene_2459,GENE2459,chr13,1138,188111
Gene_2460,GENE2460,chr7,93417,194788
Gene_2461,GENE2461,chr17,54925,145876
Gene_2462,GENE2462,chr11,11306,126704
Gene_2463,GENE2463,chr20,46342,128898
Gene_2464,GENE2464,chr10,40359,195446
Gene_2465,GENE2465,chr18,80345,117962
Gene_2466,GENE2466,chr22,23181,166209
Gene_2467,GENE2467,chr6,59205,136228
Gene_2468,GENE2468,chr3,25178,159438
Gene_2469,GENE2469,chr7,30931,154178
Gene_2470,GENE2470,chr22,73705,125487
Gene_2471,GENE2471,chr8,44858,145143
Gene_2472,GENE2472,chr2,38929,112680
Gene_2473,GENE2473,chr14,44731,115344
Gene_2474,GENE2474,chr8,51980,109499
Gene_2475,GENE2475,chr14,69283,118308
Gene_2476,GENE2476,chr10,16858,163948
Gene_2477,GENE2477,chr12,43996,178839
Gene_2478,GENE2478,chr15,35408,184167
Gene_2479,GENE2479,chr7,23008,147537
Gene_2480,GENE2480,chr20,25476,168134
Gene_2481,GENE2481,chr1,51524,164816
Gene_2482,GENE2482,chr5,9162,133607
Gene_2483,GENE2483,chr16,99101,171956
Gene_2484,GENE2484,chr1,40992,185279
Gene_2485,GENE2485,chr8,45568,142476
Gene_2486,GENE2486,chr1,48229,170013
Gene_2487,GENE2487,chr14,63886,196551
Gene_2488,GENE2488,chr8,24451,124432
Gene_2489,GENE2489,chr8,53089,164511
Gene_2490,GENE2490,chr13,85633,112789
Gene_2491,GENE2491,chr14,84136,159829
Gene_2492,GENE2492,chr19,63340,102221
Gene_2493,GENE2493,chr13,18095,130214
Gene_2494,GENE2494,chr10,97218,137675
Gene_2495,GENE2495,chr5,98932,151764
Gene_2496,GENE2496,chr12,88690,158209
Gene_2497,GENE2497,chr5,5594,138006
Gene_2498,GENE2498,chr8,86176,176175
Gene_2499,GENE2499,chr18,57657,112510
Gene_2500,GENE2500,chr5,97060,180743
Gene_2501,GENE2501,chr20,12693,190461
Gene_2502,GENE2502,chr6,12934,102991
Gene_2503,GENE2503,chr13,60554,147503
Gene_2504,GENE2504,chr12,98966,147601
Gene_2505,GENE2505,chr4,21456,141391
Gene_2506,GENE2506,chr18,8456,170202
Gene_2507,GENE2507,chr5,2057,159605
Gene_2508,GENE2508,chr6,89298,178168
Gene_2509,GENE2509,chr4,63258,156456
Gene_2510,GENE2510,chr9,16480,185043
Gene_2511,GENE2511,chr22,60456,146656
Gene_2512,GENE2512,chr20,11505,177977
Gene_2513,GENE2513,chr3,81754,192037
