peak_id,chromosome,start_pos,end_pos
Peak_2523,chr8,56636,128772
Peak_2524,chr10,18544,170441
Peak_2525,chr16,53136,148750
Peak_2526,chr9,88988,139590
Peak_2527,chr11,70512,137626
Peak_2528,chr1,87538,149169
Peak_2529,chr13,47405,125298
Peak_2530,chr5,75278,170578
Peak_2531,chr1,28207,126792
Peak_2532,chr10,24752,175819
Peak_2533,chr2,59135,112282
Peak_2534,chr10,16139,178148
Peak_2535,chr1,69301,173396
Peak_2536,chr12,64374,109218
Peak_2537,chr17,37412,120711
Peak_2538,chr7,64403,131538
Peak_2539,chr18,79094,124669
Peak_2540,chr5,7202,197606
Peak_2541,chr7,26873,120978
Peak_2542,chr17,86306,100822
Peak_2543,chr12,61239,194816
Peak_2544,chr7,76144,163111
Peak_2545,chr9,40002,119248
Peak_2546,chr4,12967,116464
Peak_2547,chr7,14928,197367
Peak_2548,chr5,58879,132176
Peak_2549,chr17,28186,147560
Peak_2550,chr15,19813,121232
Peak_2551,chr16,97633,135302
Peak_2552,chr6,38565,159813
Peak_2553,chr7,60878,120988
Peak_2554,chr15,23504,153945
Peak_2555,chr19,18721,153655
Peak_2556,chr5,28738,108505
Peak_2557,chr13,5592,138068
Peak_2558,chr7,8389,168437
Peak_2559,chr6,24651,140740
Peak_2560,chr7,22144,193202
Peak_2561,chr8,60326,101625
Peak_2562,chr10,51283,125870
Peak_2563,chr11,63760,187736
Peak_2564,chr2,14503,116972
Peak_2565,chr13,94113,191533
Peak_2566,chr1,30654,155841
Peak_2567,chr14,68722,186053
Peak_2568,chr1,65842,185198
Peak_2569,chr5,12767,132314
Peak_2570,chr4,99564,176595
Peak_2571,chr3,90348,157983
Peak_2572,chr5,84899,116593
Peak_2573,chr20,54400,165622
Peak_2574,chr7,63009,135677
Peak_2575,chr12,91577,100626
Peak_2576,chr7,38565,100281
Peak_2577,chr4,55344,147549
Peak_2578,chr11,59645,122213
Peak_2579,chr2,41908,159774
Peak_2580,chr18,12377,114910
Peak_2581,chr11,71148,114723
Peak_2582,chr11,79909,182686
Peak_2583,chr10,90576,153029
Peak_2584,chr22,4986,130908
Peak_2585,chr11,87969,135974
Peak_2586,chr11,64745,122074
Peak_2587,chr4,77970,100722
Peak_2588,chr2,56604,157674
Peak_2589,chr7,44401,126703
Peak_2590,chr16,71964,149332
Peak_2591,chr19,51338,124484
Peak_2592,chr21,75256,111312
Peak_2593,chr3,72112,187782
Peak_2594,chr13,88626,174155
Peak_2595,chr7,23346,177263
Peak_2596,chr15,62053,133720
Peak_2597,chr8,86590,119927
Peak_2598,chr20,11482,175556
Peak_2599,chr2,7001,166422
Peak_2600,chr1,29166,140404
Peak_2601,chr16,82352,113882
Peak_2602,chr10,84785,165886
Peak_2603,chr7,57309,117601
Peak_2604,chr22,58143,144284
Peak_2605,chr3,76375,144111
Peak_2606,chr4,53906,161288
Peak_2607,chr7,84623,151199
Peak_2608,chr5,1004,175461
Peak_2609,chr5,87804,122070
Peak_2610,chr7,73087,146814
Peak_2611,chr5,21902,132114
Peak_2612,chr19,23636,140859
Peak_2613,chr17,23332,123084
Peak_2614,chr22,24604,123469
Peak_2615,chr6,57009,112374
Peak_2616,chr14,77392,176269
Peak_2617,chr19,60857,183335
Peak_2618,chr18,13752,104200
Peak_2619,chr18,97952,160748
Peak_2620,chr1,38608,107049
Peak_2621,chr14,17379,147036
Peak_2622,chr20,41426,189931
Peak_2623,chr7,18048,119329
Peak_2624,chr17,33299,162471
Peak_2625,chr19,93165,100776
Peak_2626,chr1,95329,198096
Peak_2627,chr15,41266,174264
Peak_2628,chr5,72244,197775
Peak_2629,chr7,34991,156657
Peak_2630,chr17,46000,193657
Peak_2631,chr7,24926,172832
Peak_2632,chr3,48946,136017
Peak_2633,chr12,41520,162143
Peak_2634,chr8,31969,150446
Peak_2635,chr11,21560,104270
Peak_2636,chr6,4655,120849
Peak_2637,chr9,16347,135841
Peak_2638,chr21,1306,196472
Peak_2639,chr6,50226,165404
Peak_2640,chr20,85085,147636
Peak_2641,chr3,90142,144200
Peak_2642,chr18,6451,103663
Peak_2643,chr14,9932,139990
Peak_2644,chr17,66365,125289
Peak_2645,chr22,99839,141880
Peak_2646,chr12,34140,150654
Peak_2647,chr8,77611,126397
Peak_2648,chr11,48214,100196
Peak_2649,chr18,60653,196655
Peak_2650,chr3,88801,111276
Peak_2651,chr20,25140,122290
Peak_2652,chr17,96301,161671
Peak_2653,chr11,8432,153127
Peak_2654,chr10,10695,118685
Peak_2655,chr21,89945,161028
Peak_2656,chr15,19391,122923
Peak_2657,chr14,8115,169215
Peak_2658,chr10,41921,147787
Peak_2659,chr5,58156,123646
Peak_2660,chr19,18416,116030
Peak_2661,chr19,32572,143660
Peak_2662,chr5,46593,153189
Peak_2663,chr12,55667,136670
Peak_2664,chr6,87094,178810
Peak_2665,chr17,14434,155187
Peak_2666,chr1,3458,107950
Peak_2667,chr9,5081,195657
Peak_2668,chr17,10766,151129
Peak_2669,chr5,6326,160135
Peak_2670,chr15,48998,112475
Peak_2671,chr4,64296,168720
Peak_2672,chr9,30146,166619
Peak_2673,chr7,97017,166323
Peak_2674,chr18,89820,174555
Peak_2675,chr18,22786,192777
Peak_2676,chr11,40888,180715
Peak_2677,chr14,70576,143734
Peak_2678,chr3,52644,155560
Peak_2679,chr20,61293,114618
Peak_2680,chr8,20726,169630
Peak_2681,chr15,18183,157184
Peak_2682,chr16,29106,166796
Peak_2683,chr17,57655,194949
Peak_2684,chr11,3387,195679
Peak_2685,chr2,38736,123866
Peak_2686,chr10,50263,117029
Peak_2687,chr8,6999,157583
Peak_2688,chr10,1831,106316
Peak_2689,chr3,92324,181585
Peak_2690,chr8,79676,182115
Peak_2691,chr11,18294,114133
Peak_2692,chr2,17508,125092
Peak_2693,chr11,13110,185342
Peak_2694,chr22,31242,197160
Peak_2695,chr5,8409,123389
Peak_2696,chr5,77213,175642
Peak_2697,chr3,39545,187338
Peak_2698,chr5,64135,158937
Peak_2699,chr4,2777,104804
Peak_2700,chr1,74819,160878
Peak_2701,chr1,68505,157707
Peak_2702,chr15,73117,179485
Peak_2703,chr22,3365,115249
Peak_2704,chr1,61554,137733
Peak_2705,chr19,53999,195970
Peak_2706,chr4,43934,156071
Peak_2707,chr4,42108,167435
Peak_2708,chr10,84114,151971
Peak_2709,chr1,17909,125064
Peak_2710,chr15,20390,117672
Peak_2711,chr22,82729,119802
Peak_2712,chr15,13918,155724
Peak_2713,chr4,67556,144487
Peak_2714,chr1,69770,133950
Peak_2715,chr19,20701,145755
Peak_2716,chr7,16914,183597
Peak_2717,chr11,15649,185033
Peak_2718,chr20,14851,129233
Peak_2719,chr9,88385,110846
Peak_2720,chr7,62201,121321
Peak_2721,chr14,66370,150585
Peak_2722,chr8,23030,191997
Peak_2723,chr13,78632,184520
Peak_2724,chr22,57514,121088
Peak_2725,chr3,8590,170538
Peak_2726,chr6,26972,162051
Peak_2727,chr8,62557,199733
Peak_2728,chr11,16274,113018
Peak_2729,chr10,90270,120911
Peak_2730,chr16,42403,156403
Peak_2731,chr7,60870,167714
Peak_2732,chr1,34525,118566
Peak_2733,chr12,36771,197520
Peak_2734,chr8,80031,131714
Peak_2735,chr13,8755,126558
Peak_2736,chr21,71853,160063
Peak_2737,chr16,57118,134089
Peak_2738,chr7,84225,129567
Peak_2739,chr12,69351,190293
Peak_2740,chr2,49051,177168
Peak_2741,chr6,22457,106246
Peak_2742,chr19,7622,196767
Peak_2743,chr1,9469,118715
Peak_2744,chr6,5739,136938
Peak_2745,chr12,5943,142050
Peak_2746,chr6,6963,120381
Peak_2747,chr17,79499,142108
Peak_2748,chr20,42382,107145
Peak_2749,chr13,16555,148696
Peak_2750,chr16,62975,142271
Peak_2751,chr15,91885,198901
Peak_2752,chr19,85541,156572
Peak_2753,chr17,65616,194957
Peak_2754,chr4,13742,184054
Peak_2755,chr6,9898,182720
Peak_2756,chr4,71661,136101
Peak_2757,chr3,90365,139351
Peak_2758,chr7,64147,115483
Peak_2759,chr13,26608,190326
Peak_2760,chr9,37322,159032
Peak_2761,chr6,59452,174702
Peak_2762,chr21,82167,114665
Peak_2763,chr1,63622,148400
Peak_2764,chr17,92232,170618
Peak_2765,chr21,58480,115667
Peak_2766,chr9,9218,104605
Peak_2767,chr17,9877,135666
Peak_2768,chr14,22685,156973
Peak_2769,chr2,42652,119167
Peak_2770,chr8,42729,146278
Peak_2771,chr2,8369,176302
Peak_2772,chr10,72882,114493
Peak_2773,chr6,88185,154369
Peak_2774,chr19,35683,183619
Peak_2775,chr5,43129,166381
Peak_2776,chr19,99905,179443
Peak_2777,chr10,64212,174478
Peak_2778,chr12,26542,103222
Peak_2779,chr18,1398,190821
Peak_2780,chr10,57510,193853
Peak_2781,chr14,25401,120699
Peak_2782,chr1,73877,192684
Peak_2783,chr6,43406,173738
Peak_2784,chr17,16316,112355
Peak_2785,chr14,64689,174229
Peak_2786,chr7,33438,117975
Peak_2787,chr2,89541,110221
Peak_2788,chr14,21392,137271
Peak_2789,chr10,22119,122522
Peak_2790,chr8,55179,125813
Peak_2791,chr18,45882,184983
Peak_2792,chr21,53786,109629
Peak_2793,chr20,12352,101788
Peak_2794,chr8,69418,149867
Peak_2795,chr5,65578,122547
Peak_2796,chr10,36432,185733
Peak_2797,chr6,79890,105078
Peak_2798,chr6,80730,107939
Peak_2799,chr1,7465,172505
Peak_2800,chr6,34125,103601
Peak_2801,chr9,56646,162236
Peak_2802,chr3,2943,191145
Peak_2803,chr21,32719,118596
Peak_2804,chr18,93916,146094
Peak_2805,chr9,69946,120867
Peak_2806,chr21,66131,161009
Peak_2807,chr11,21975,140505
Peak_2808,chr19,37173,120367
Peak_2809,chr22,17463,140978
Peak_2810,chr8,43018,165734
Peak_2811,chr22,66364,120543
Peak_2812,chr4,74749,141244
Peak_2813,chr1,22013,108790
Peak_2814,chr19,52696,152513
Peak_2815,chr2,38845,102659
Peak_2816,chr19,56322,142863
Peak_2817,chr7,46880,108290
Peak_2818,chr11,10331,186081
Peak_2819,chr13,36395,122907
Peak_2820,chr21,94669,137004
Peak_2821,chr12,98610,191849
Peak_2822,chr10,66064,196453
Peak_2823,chr5,12265,146392
Peak_2824,chr10,87793,106489
Peak_2825,chr19,38588,164208
Peak_2826,chr22,49515,183931
Peak_2827,chr20,19365,150176
Peak_2828,chr3,11667,186875
Peak_2829,chr18,74449,105771
Peak_2830,chr18,32048,160971
Peak_2831,chr9,61823,182090
Peak_2832,chr13,14381,197798
Peak_2833,chr3,51291,124815
Peak_2834,chr2,74175,121665
Peak_2835,chr20,94006,127036
Peak_2836,chr10,23300,177064
Peak_2837,chr4,29360,134586
Peak_2838,chr7,6478,171703
Peak_2839,chr10,18723,159079
Peak_2840,chr14,51983,118463
Peak_2841,chr12,55325,197331
Peak_2842,chr11,31588,158246
Peak_2843,chr19,69264,111993
Peak_2844,chr4,19917,119282
Peak_2845,chr7,34655,158204
Peak_2846,chr5,13307,156515
Peak_2847,chr14,77220,188591
Peak_2848,chr20,77351,168117
Peak_2849,chr11,1274,138380
Peak_2850,chr8,50923,172513
Peak_2851,chr3,22078,159249
Peak_2852,chr10,71249,197624
Peak_2853,chr22,95764,166633
Peak_2854,chr7,31447,135619
Peak_2855,chr15,70233,157684
Peak_2856,chr15,21957,110031
Peak_2857,chr17,69405,181587
Peak_2858,chr2,86576,184548
Peak_2859,chr14,92998,156753
Peak_2860,chr9,42564,159623
Peak_2861,chr19,57916,113806
Peak_2862,chr15,75485,121379
Peak_2863,chr6,4685,104866
Peak_2864,chr6,28665,140712
Peak_2865,chr8,79819,126823
Peak_2866,chr6,84469,141737
Peak_2867,chr17,32426,120552
Peak_2868,chr11,26868,168981
Peak_2869,chr15,62985,163142
Peak_2870,chr7,73304,193061
Peak_2871,chr10,54326,156284
Peak_2872,chr8,83664,103199
Peak_2873,chr14,39245,148121
Peak_2874,chr18,13720,131467
Peak_2875,chr10,14526,147450
Peak_2876,chr12,71812,193694
Peak_2877,chr16,26412,170553
Peak_2878,chr7,68909,118928
Peak_2879,chr12,12866,105886
Peak_2880,chr8,77735,102900
Peak_2881,chr7,11567,191314
Peak_2882,chr2,96793,159357
Peak_2883,chr16,28065,173347
Peak_2884,chr7,92336,157262
Peak_2885,chr2,26219,162157
Peak_2886,chr1,25797,157593
Peak_2887,chr12,92076,138746
Peak_2888,chr10,87204,164909
Peak_2889,chr10,5834,164891
Peak_2890,chr15,69533,143844
Peak_2891,chr19,18911,151642
Peak_2892,chr9,34559,116294
Peak_2893,chr1,14239,126552
Peak_2894,chr8,73447,146045
Peak_2895,chr14,5540,144774
Peak_2896,chr12,1604,118432
Peak_2897,chr1,98306,175002
Peak_2898,chr11,55807,194058
Peak_2899,chr20,24918,132721
Peak_2900,chr18,34917,120023
Peak_2901,chr9,61143,188882
Peak_2902,chr3,63004,121642
Peak_2903,chr18,36066,139211
Peak_2904,chr19,37411,179101
Peak_2905,chr7,21577,188793
Peak_2906,chr15,12644,137322
Peak_2907,chr11,90868,148338
Peak_2908,chr9,31313,186964
Peak_2909,chr10,35514,105118
Peak_2910,chr19,73228,107464
Peak_2911,chr15,17278,190706
Peak_2912,chr5,91019,157619
Peak_2913,chr18,83949,187954
Peak_2914,chr10,51923,163812
Peak_2915,chr14,9637,132065
Peak_2916,chr8,17876,156703
Peak_2917,chr7,9166,160835
Peak_2918,chr21,41133,101561
Peak_2919,chr9,82236,158950
Peak_2920,chr11,79314,177389
Peak_2921,chr5,54825,131275
Peak_2922,chr9,25095,196496
Peak_2923,chr6,14226,188088
Peak_2924,chr12,54174,127459
Peak_2925,chr12,53074,170115
Peak_2926,chr11,36122,196958
Peak_2927,chr21,29962,194799
Peak_2928,chr5,19830,133441
Peak_2929,chr15,46002,140653
Peak_2930,chr16,26632,123439
Peak_2931,chr10,19547,178689
Peak_2932,chr9,8014,169499
Peak_2933,chr4,40377,144739
Peak_2934,chr3,36432,100813
Peak_2935,chr3,97086,138926
Peak_2936,chr22,39505,106347
Peak_2937,chr4,76940,197203
Peak_2938,chr7,84254,182386
Peak_2939,chr9,61676,160079
Peak_2940,chr18,36081,156490
Peak_2941,chr8,56364,124522
Peak_2942,chr17,83287,100495
Peak_2943,chr20,4223,198570
Peak_2944,chr1,42779,151680
Peak_2945,chr22,2778,120483
Peak_2946,chr6,65866,196364
Peak_2947,chr14,42841,125418
Peak_2948,chr2,20147,121602
Peak_2949,chr1,65190,196482
Peak_2950,chr22,24492,156062
Peak_2951,chr16,27321,158513
Peak_2952,chr13,78751,134366
Peak_2953,chr1,86990,181045
Peak_2954,chr15,59274,178802
Peak_2955,chr1,8690,100911
Peak_2956,chr16,26282,195083
Peak_2957,chr4,21804,178043
Peak_2958,chr10,92804,160501
Peak_2959,chr13,96655,128825
Peak_2960,chr2,82349,186843
Peak_2961,chr16,35328,161406
Peak_2962,chr9,98685,157560
Peak_2963,chr17,77778,183205
Peak_2964,chr17,82681,107412
Peak_2965,chr18,26845,115033
Peak_2966,chr12,45535,120737
Peak_2967,chr4,1016,127389
Peak_2968,chr11,91593,139201
Peak_2969,chr6,95883,165222
Peak_2970,chr17,27946,177576
Peak_2971,chr4,14192,114129
Peak_2972,chr9,11526,176308
Peak_2973,chr21,87866,128052
Peak_2974,chr6,90151,146342
Peak_2975,chr17,63880,160973
Peak_2976,chr9,31560,153769
Peak_2977,chr17,29173,166147
Peak_2978,chr17,34578,172243
Peak_2979,chr14,33456,160161
Peak_2980,chr16,93638,161503
Peak_2981,chr19,25799,114068
Peak_2982,chr21,43549,126945
Peak_2983,chr12,49349,100601
Peak_2984,chr7,62451,107374
Peak_2985,chr12,30250,146386
Peak_2986,chr13,41344,177347
Peak_2987,chr6,13097,167890
Peak_2988,chr14,80253,199165
Peak_2989,chr3,48878,124761
Peak_2990,chr8,32739,183047
Peak_2991,chr3,98727,127856
Peak_2992,chr18,15558,123493
Peak_2993,chr21,63265,164813
Peak_2994,chr15,58017,194326
Peak_2995,chr16,96157,186674
Peak_2996,chr11,6865,160712
Peak_2997,chr15,48503,192770
Peak_2998,chr7,1478,136596
Peak_2999,chr14,6502,120089
Peak_3000,chr22,97603,168398
Peak_3001,chr14,45342,157745
Peak_3002,chr4,39771,103216
Peak_3003,chr4,40519,106857
Peak_3004,chr5,7383,197867
Peak_3005,chr7,19348,147527
Peak_3006,chr2,93246,158346
Peak_3007,chr19,32621,111969
Peak_3008,chr20,63238,144075
Peak_3009,chr6,84341,169812
Peak_3010,chr10,61807,139169
Peak_3011,chr13,56152,110944
Peak_3012,chr18,87564,131494
Peak_3013,chr2,25373,128752
Peak_3014,chr14,3255,124138
Peak_3015,chr18,34290,165085
Peak_3016,chr9,70871,122590
Peak_3017,chr18,50126,118706
Peak_3018,chr2,53393,124464
Peak_3019,chr5,78224,162692
Peak_3020,chr6,79490,143846
Peak_3021,chr10,6182,121244
Peak_3022,chr3,91168,199885
Peak_3023,chr1,35702,139569
Peak_3024,chr10,10460,196540
Peak_3025,chr13,25445,196361
Peak_3026,chr8,97632,140243
Peak_3027,chr5,14781,145697
Peak_3028,chr18,94123,151757
Peak_3029,chr14,9572,178061
Peak_3030,chr5,15231,176587
Peak_3031,chr8,66907,144143
Peak_3032,chr21,44961,179530
Peak_3033,chr7,28097,146122
Peak_3034,chr5,61325,104209
Peak_3035,chr6,93661,101612
Peak_3036,chr19,29263,172610
Peak_3037,chr19,19458,195173
Peak_3038,chr16,86688,191333
Peak_3039,chr17,35155,199937
Peak_3040,chr9,40856,165073
Peak_3041,chr2,24543,103199
Peak_3042,chr2,86003,119095
Peak_3043,chr7,68326,168437
Peak_3044,chr17,61115,165401
Peak_3045,chr15,4211,196769
Peak_3046,chr4,79139,185297
Peak_3047,chr14,31977,153135
Peak_3048,chr8,14573,167676
Peak_3049,chr5,51791,158106
Peak_3050,chr16,35202,140688
Peak_3051,chr21,53275,174997
Peak_3052,chr14,24058,110395
Peak_3053,chr6,47659,157766
Peak_3054,chr10,36825,116953
Peak_3055,chr15,38611,133336
Peak_3056,chr4,16998,124427
Peak_3057,chr7,37984,113929
Peak_3058,chr9,72844,182591
Peak_3059,chr4,14144,119570
Peak_3060,chr16,68209,138706
Peak_3061,chr20,97784,165026
Peak_3062,chr16,31720,188492
Peak_3063,chr5,41755,160055
Peak_3064,chr6,73747,135522
Peak_3065,chr2,88712,119643
Peak_3066,chr14,68189,112245
Peak_3067,chr13,3531,147722
Peak_3068,chr15,98311,171682
Peak_3069,chr17,60567,130530
Peak_3070,chr11,38266,162842
Peak_3071,chr17,33508,153039
Peak_3072,chr16,14197,151033
Peak_3073,chr19,39017,102752
Peak_3074,chr16,18252,129691
Peak_3075,chr9,71430,187604
Peak_3076,chr8,16443,154762
Peak_3077,chr7,44977,148497
Peak_3078,chr15,34230,161979
Peak_3079,chr16,34085,141029
Peak_3080,chr3,53183,183517
Peak_3081,chr19,98778,184602
Peak_3082,chr16,44427,128386
Peak_3083,chr11,94396,196502
Peak_3084,chr6,92234,131134
Peak_3085,chr19,90385,135554
Peak_3086,chr20,89835,129153
Peak_3087,chr5,28297,162063
Peak_3088,chr9,72926,109973
Peak_3089,chr15,67633,132437
Peak_3090,chr18,71242,173457
Peak_3091,chr11,40561,165065
Peak_3092,chr12,7440,118500
Peak_3093,chr15,48389,189597
Peak_3094,chr18,21942,153378
Peak_3095,chr10,55439,183848
Peak_3096,chr2,61955,186308
Peak_3097,chr3,72067,141848
Peak_3098,chr20,20553,120772
Peak_3099,chr13,24593,100398
Peak_3100,chr19,11267,194102
Peak_3101,chr5,13552,165719
Peak_3102,chr22,96863,132953
Peak_3103,chr2,59928,178877
Peak_3104,chr7,51339,115824
Peak_3105,chr10,21026,132641
Peak_3106,chr13,58701,148005
Peak_3107,chr7,54025,181201
Peak_3108,chr16,24864,129424
Peak_3109,chr21,69609,195388
Peak_3110,chr12,6676,184276
Peak_3111,chr2,57178,121972
Peak_3112,chr5,78574,138732
Peak_3113,chr17,80693,150224
Peak_3114,chr21,85921,103696
Peak_3115,chr15,72083,144611
Peak_3116,chr1,67426,104458
Peak_3117,chr5,83763,126996
Peak_3118,chr8,46977,150785
Peak_3119,chr17,24262,175406
Peak_3120,chr17,19160,165981
Peak_3121,chr15,40173,193903
Peak_3122,chr11,86741,177896
Peak_3123,chr15,4678,133876
Peak_3124,chr4,89509,172574
Peak_3125,chr9,10626,175113
Peak_3126,chr21,78529,199334
Peak_3127,chr21,94668,118895
Peak_3128,chr8,34321,114592
Peak_3129,chr15,68543,189132
Peak_3130,chr13,29101,149244
Peak_3131,chr3,89286,157069
Peak_3132,chr22,25085,172156
Peak_3133,chr4,82910,153936
Peak_3134,chr4,87679,120469
Peak_3135,chr9,2861,168559
Peak_3136,chr3,28774,175529
Peak_3137,chr4,96901,196576
Peak_3138,chr15,45953,197017
Peak_3139,chr3,72501,182830
Peak_3140,chr6,84943,109022
Peak_3141,chr11,45442,172728
Peak_3142,chr21,97670,145502
Peak_3143,chr11,62259,189923
Peak_3144,chr6,30679,197159
Peak_3145,chr3,40968,146537
Peak_3146,chr19,69212,165621
Peak_3147,chr22,12447,100634
Peak_3148,chr16,96176,115573
Peak_3149,chr1,20321,196411
Peak_3150,chr4,12069,176723
Peak_3151,chr2,88145,175505
Peak_3152,chr9,49707,180698
Peak_3153,chr17,11743,173475
Peak_3154,chr17,71889,188515
Peak_3155,chr8,82610,152941
Peak_3156,chr9,2494,135006
Peak_3157,chr19,87218,127293
Peak_3158,chr12,64151,163594
Peak_3159,chr15,44616,174570
Peak_3160,chr2,40786,184907
Peak_3161,chr8,90438,156496
Peak_3162,chr22,96548,135126
Peak_3163,chr11,20712,184242
Peak_3164,chr10,44324,121961
Peak_3165,chr5,90794,125081
Peak_3166,chr10,99495,141361
Peak_3167,chr9,67996,134215
Peak_3168,chr21,27795,189380
Peak_3169,chr14,35182,171961
Peak_3170,chr21,58897,178491
Peak_3171,chr10,91504,160279
Peak_3172,chr7,47185,195323
Peak_3173,chr9,65268,132500
Peak_3174,chr13,75160,122494
Peak_3175,chr5,81720,198501
Peak_3176,chr16,75830,137200
Peak_3177,chr19,42443,132945
Peak_3178,chr17,29133,196741
Peak_3179,chr1,51894,113513
Peak_3180,chr16,7161,153996
Peak_3181,chr5,57666,142101
Peak_3182,chr9,11794,150884
Peak_3183,chr12,60707,192488
Peak_3184,chr19,72305,108831
Peak_3185,chr18,52851,112976
Peak_3186,chr7,74257,177955
Peak_3187,chr21,22563,159561
Peak_3188,chr12,52171,182062
Peak_3189,chr14,8592,127778
Peak_3190,chr22,25330,176570
Peak_3191,chr1,67231,111180
Peak_3192,chr22,3159,141152
Peak_3193,chr13,44973,125603
Peak_3194,chr14,43276,175850
Peak_3195,chr3,29626,158591
Peak_3196,chr5,36418,134071
Peak_3197,chr7,15649,112998
Peak_3198,chr10,61438,198393
Peak_3199,chr4,66565,127963
Peak_3200,chr8,7189,110960
Peak_3201,chr12,82851,184834
Peak_3202,chr16,11009,176614
Peak_3203,chr12,88076,100059
Peak_3204,chr9,68786,194739
Peak_3205,chr14,30189,130126
Peak_3206,chr21,7215,145002
Peak_3207,chr13,80236,168349
Peak_3208,chr15,59313,177681
Peak_3209,chr3,24708,178326
Peak_3210,chr17,60194,156491
Peak_3211,chr19,73585,142441
Peak_3212,chr3,29666,151085
Peak_3213,chr13,89680,170141
Peak_3214,chr10,9584,140908
Peak_3215,chr5,71646,197122
Peak_3216,chr20,7762,100357
Peak_3217,chr14,20598,171836
Peak_3218,chr4,16631,128798
Peak_3219,chr7,45719,196908
Peak_3220,chr20,37191,104770
Peak_3221,chr2,72507,133260
Peak_3222,chr3,2813,190760
Peak_3223,chr19,47444,193499
Peak_3224,chr21,87180,117123
Peak_3225,chr16,20710,174091
Peak_3226,chr10,35986,167406
Peak_3227,chr19,26314,125317
Peak_3228,chr20,25734,107559
Peak_3229,chr15,60663,198976
Peak_3230,chr1,51794,145237
Peak_3231,chr9,30304,197171
Peak_3232,chr10,22641,199002
Peak_3233,chr13,57900,179479
Peak_3234,chr3,36197,143724
Peak_3235,chr15,18928,131619
Peak_3236,chr20,14821,194423
Peak_3237,chr19,32610,136071
Peak_3238,chr4,29222,101432
Peak_3239,chr14,20124,156199
Peak_3240,chr16,57655,177117
Peak_3241,chr1,11251,133813
Peak_3242,chr8,2443,127506
Peak_3243,chr18,20298,170629
Peak_3244,chr1,80911,161141
Peak_3245,chr11,95511,108235
Peak_3246,chr3,79519,153557
Peak_3247,chr12,13597,159270
Peak_3248,chr20,60628,107442
Peak_3249,chr7,26976,122618
Peak_3250,chr7,56384,160701
Peak_3251,chr12,10966,196391
Peak_3252,chr15,29737,113443
Peak_3253,chr18,94415,142895
Peak_3254,chr2,29544,178380
Peak_3255,chr18,17594,198917
Peak_3256,chr17,18676,164367
Peak_3257,chr13,45627,195490
Peak_3258,chr18,57875,144788
Peak_3259,chr6,14595,189970
Peak_3260,chr20,41133,174025
Peak_3261,chr19,88305,128700
Peak_3262,chr9,19046,139415
Peak_3263,chr2,15161,115275
Peak_3264,chr22,25864,129947
Peak_3265,chr15,23841,118419
Peak_3266,chr22,85968,147703
Peak_3267,chr8,62144,182751
Peak_3268,chr10,85333,118958
Peak_3269,chr20,86694,137395
Peak_3270,chr18,73099,148255
Peak_3271,chr1,87339,186452
Peak_3272,chr16,33648,108249
Peak_3273,chr18,51367,102592
Peak_3274,chr18,87758,161373
Peak_3275,chr1,10862,114303
Peak_3276,chr14,13518,133209
Peak_3277,chr17,31134,198376
Peak_3278,chr22,97188,141169
Peak_3279,chr3,60888,178889
Peak_3280,chr7,9405,180623
Peak_3281,chr17,47046,165596
Peak_3282,chr11,62725,106369
Peak_3283,chr4,96931,176019
Peak_3284,chr22,86402,155717
Peak_3285,chr1,64446,148487
Peak_3286,chr3,19104,167421
Peak_3287,chr7,43264,123116
Peak_3288,chr2,82403,101874
Peak_3289,chr20,9366,198246
Peak_3290,chr3,11923,100273
Peak_3291,chr1,96763,110568
Peak_3292,chr11,17034,137927
Peak_3293,chr8,63181,185811
Peak_3294,chr13,75934,118464
Peak_3295,chr5,12851,193661
Peak_3296,chr4,49843,146581
Peak_3297,chr19,34862,169150
Peak_3298,chr15,66763,195215
Peak_3299,chr12,16104,186908
Peak_3300,chr4,1690,145357
Peak_3301,chr22,61229,142955
Peak_3302,chr18,93755,162515
Peak_3303,chr11,71971,131352
Peak_3304,chr19,3744,188967
Peak_3305,chr8,77579,101532
Peak_3306,chr21,5737,123684
Peak_3307,chr1,73126,165946
Peak_3308,chr15,24306,138492
Peak_3309,chr3,67090,198722
Peak_3310,chr4,48121,114320
Peak_3311,chr14,83877,162801
Peak_3312,chr18,87056,138793
Peak_3313,chr13,96738,181418
Peak_3314,chr15,11172,115471
Peak_3315,chr8,92833,141638
Peak_3316,chr6,43702,114665
Peak_3317,chr21,47513,121559
Peak_3318,chr4,46259,168271
Peak_3319,chr9,75902,110926
Peak_3320,chr1,58434,154606
Peak_3321,chr9,89078,185714
Peak_3322,chr14,13558,152413
Peak_3323,chr3,2731,143801
Peak_3324,chr13,84540,188282
Peak_3325,chr12,37040,129097
Peak_3326,chr12,46803,126189
Peak_3327,chr1,68058,193479
Peak_3328,chr5,70488,120376
Peak_3329,chr4,30701,137385
Peak_3330,chr21,88055,128169
Peak_3331,chr6,74909,161069
Peak_3332,chr7,66999,148371
Peak_3333,chr12,65776,161344
Peak_3334,chr10,6746,103117
Peak_3335,chr4,52657,182963
Peak_3336,chr2,27050,177923
Peak_3337,chr11,74537,177729
Peak_3338,chr20,38168,103382
Peak_3339,chr4,32218,173319
Peak_3340,chr19,89206,160791
Peak_3341,chr3,50714,141257
Peak_3342,chr17,81297,163775
Peak_3343,chr22,64530,186450
Peak_3344,chr21,71373,115785
